timestamp,open,high,low,close,volume
2024-11-14,0.066951,0.29024,0.036162,0.2561,450916.55
2024-11-15,0.2561,0.2891,0.11907,0.17502,92785.9
2024-11-16,0.17502,0.20185,0.12336,0.15451,30120.99
2024-11-17,0.15405,0.25941,0.081316,0.19361,82829.05
2024-11-18,0.19361,0.19946,0.05,0.10896,57576.32
2024-11-19,0.10896,0.18245,0.10896,0.17764,44640.0
2024-11-20,0.17711,0.19033,0.065,0.094483,51686.11
2024-11-21,0.094483,0.098825,0.028889,0.059749,63169.14
2024-11-22,0.05957,0.067758,0.035662,0.056613,22492.61
2024-11-23,0.056444,0.056444,0.049624,0.049624,4348.3
2024-11-24,0.049624,0.049624,0.02889,0.031,4909.06
2024-11-25,0.031,0.05404,0.03,0.046182,14860.29
2024-11-26,0.046182,0.072808,0.039167,0.056613,25635.58
2024-11-27,0.056613,0.062869,0.053804,0.053804,5025.87
2024-11-28,0.053804,0.070659,0.04389,0.056444,13473.56
2024-11-29,0.056275,0.14476,0.039167,0.06878,77845.67
2024-11-30,0.06878,0.59091,0.043238,0.22466,324656.76
2024-12-01,0.22399,0.59759,0.1,0.18518,191416.68
2024-12-02,0.18463,0.2561,0.12,0.12,58924.35
2024-12-03,0.12,0.25917,0.12,0.18851,41218.5
2024-12-04,0.18851,0.57,0.18191,0.39933,47421.54
2024-12-05,0.39814,0.49214,0.19104,0.31834,119343.49
2024-12-06,0.31834,0.48485,0.28,0.3329,52516.81
2024-12-07,0.33092,0.525,0.22234,0.38299,64861.32
2024-12-08,0.38299,0.84848,0.33092,0.72138,117271.69
2024-12-09,0.71923,0.80097,0.3,0.32699,46191.38
2024-12-10,0.32602,0.49214,0.12897,0.21613,67067.02
2024-12-11,0.21613,0.53989,0.20732,0.53989,30166.75
2024-12-12,0.53828,0.70999,0.34813,0.65755,62296.23
2024-12-13,0.65755,1.2646,0.46361,1.2071,60774.67
2024-12-14,1.2035,2.158,0.65168,2.158,131438.55
2024-12-15,2.1516,2.5306,0.92736,1.7897,129481.16
2024-12-16,1.7844,3.6327,1.2968,2.8972,133493.1
2024-12-17,2.8886,3.3928,1.6966,2.4965,43587.99
