timestamp,open,high,low,close,volume
2024-09-23,0.02639,0.32721,0.023062,0.30101,151092.05
2024-09-24,0.30101,0.33913,0.23718,0.24218,48279.81
2024-09-25,0.24218,0.24218,0.20139,0.20139,7317.38
2024-09-26,0.20199,0.22482,0.15833,0.15833,16991.09
2024-09-27,0.15833,0.15833,0.14062,0.14146,4462.08
2024-09-28,0.14062,0.14146,0.13979,0.13979,507.71
2024-09-29,0.13979,0.13979,0.050102,0.050102,37872.55
2024-09-30,0.050102,0.050403,0.03029,0.03029,18934.28
2024-10-01,0.03029,0.03029,0.029396,0.029396,1210.23
2024-10-02,0.029396,0.058721,0.029396,0.058721,28406.35
2024-10-03,0.05837,0.05837,0.018421,0.037806,23891.36
2024-10-04,0.037806,0.037806,0.033537,0.033537,4510.0
2024-10-05,0.033437,0.033437,0.030839,0.030839,3080.22
2024-10-06,0.030839,0.030839,0.030839,0.030839,0.0
2024-10-07,0.030839,0.030839,0.030839,0.030839,0.0
2024-10-08,0.030839,0.030839,0.030839,0.030839,0.0
2024-10-09,0.030839,0.030839,0.030839,0.030839,0.0
2024-10-10,0.030839,0.030839,0.030839,0.030839,0.0
2024-10-11,0.030839,0.030839,0.030839,0.030839,0.0
2024-10-12,0.030839,0.030839,0.030839,0.030839,0.0
2024-10-13,0.030839,0.030839,0.030839,0.030839,0.0
2024-10-14,0.030839,0.030839,0.030839,0.030839,0.0
2024-10-15,0.030839,0.046766,0.030839,0.046766,15268.37
2024-10-16,0.046766,0.047472,0.046766,0.047472,535.37
2024-10-17,0.04733,0.04733,0.038376,0.038376,7780.93
2024-10-18,0.038376,0.038376,0.033537,0.033537,4899.43
2024-10-19,0.033638,0.074846,0.033638,0.074846,29423.9
2024-10-20,0.074846,0.075296,0.071986,0.071986,1728.57
2024-10-21,0.071986,0.071986,0.069445,0.069445,1378.45
2024-10-22,0.069445,0.069445,0.06903,0.06903,181.55
2024-10-23,0.06903,0.06903,0.066593,0.066593,1406.0
2024-10-24,0.066793,0.13097,0.066793,0.12566,26536.38
2024-10-25,0.12566,0.12603,0.10743,0.10839,6510.45
2024-10-26,0.10807,0.12791,0.10807,0.1202,15340.0
2024-10-27,0.1202,0.12981,0.079468,0.079945,22431.53
2024-10-28,0.079945,0.081639,0.079945,0.080909,2285.11
2024-10-29,0.081152,0.08213,0.081152,0.081395,821.79
2024-10-30,0.081639,0.081884,0.073512,0.076433,6099.67
2024-10-31,0.076204,0.076204,0.063667,0.063667,6719.15
2024-11-01,0.063667,0.063667,0.063667,0.063667,0.0
2024-11-02,0.063667,0.063667,0.063287,0.063287,249.91
2024-11-03,0.063287,0.063287,0.058021,0.058021,3125.33
2024-11-04,0.058021,0.058021,0.048623,0.048623,6452.0
2024-11-05,0.048623,0.048623,0.048623,0.048623,0.0
2024-11-06,0.048769,0.051471,0.048769,0.051471,2053.55
2024-11-07,0.051471,0.054323,0.051471,0.054323,1980.48
2024-11-08,0.054323,0.062346,0.054323,0.062346,4997.43
2024-11-09,0.062346,0.070282,0.062346,0.070282,4484.98
2024-11-10,0.070072,0.070072,0.056647,0.056647,7949.88
2024-11-11,0.056817,0.060506,0.056647,0.056647,5657.3
2024-11-12,0.056647,0.056647,0.055142,0.055142,969.47
2024-11-13,0.055142,0.055142,0.055142,0.055142,0.0
2024-11-14,0.055142,0.055142,0.055142,0.055142,0.0
2024-11-15,0.055142,0.055142,0.055142,0.055142,0.0
2024-11-16,0.055142,0.055142,0.053676,0.053676,905.4
2024-11-17,0.053676,0.053676,0.053676,0.053676,0.0
2024-11-18,0.053837,0.065997,0.053837,0.065997,7440.97
2024-11-19,0.065997,0.071556,0.065997,0.071556,2977.02
2024-11-20,0.071556,0.071556,0.071556,0.071556,0.0
2024-11-21,0.071342,0.071342,0.070704,0.070704,396.45
2024-11-22,0.070704,0.070704,0.068004,0.068004,1412.22
2024-11-23,0.068208,0.080667,0.068208,0.078286,7240.36
2024-11-24,0.078286,0.078286,0.075976,0.075976,1147.4
2024-11-25,0.075976,0.075976,0.075976,0.075976,0.0
2024-11-26,0.075976,0.075976,0.075976,0.075976,0.0
2024-11-27,0.075976,0.075976,0.075976,0.075976,0.0
2024-11-28,0.075976,0.075976,0.075976,0.075976,0.0
2024-11-29,0.076204,0.23648,0.076204,0.16406,56241.92
2024-11-30,0.16455,0.17988,0.11984,0.12236,21449.03
2024-12-01,0.12236,0.15974,0.12236,0.15009,17723.08
2024-12-02,0.14965,0.15833,0.14356,0.14356,5673.47
2024-12-03,0.14356,0.14356,0.14356,0.14356,0.02
2024-12-04,0.14399,0.15974,0.14399,0.15974,3969.45
2024-12-05,0.15927,0.15927,0.15009,0.15009,2308.13
2024-12-06,0.15009,0.15009,0.12,0.12164,9671.72
2024-12-07,0.12164,0.14485,0.12164,0.14485,6394.21
2024-12-08,0.14485,0.18096,0.14485,0.18096,13648.62
2024-12-09,0.18096,0.18421,0.13938,0.13938,11009.61
2024-12-10,0.13938,0.13938,0.12943,0.12943,5072.64
2024-12-11,0.12981,0.12981,0.12905,0.12905,242.01
2024-12-12,0.12943,0.12981,0.12943,0.12981,107.84
2024-12-13,0.12943,0.13175,0.12791,0.13175,1613.65
2024-12-14,0.13175,0.23299,0.13136,0.23299,23394.16
2024-12-15,0.2323,0.96487,0.2323,0.96199,119413.18
2024-12-16,0.95912,2.1093,0.92808,1.5398,175138.44
2024-12-17,1.5398,2.0415,1.3758,1.9818,93893.3
