timestamp,open,high,low,close,volume
2024-11-29,0.061692,0.65464,0.02,0.041667,215787.18
2024-11-30,0.0409,0.24258,0.028963,0.17645,82270.28
2024-12-01,0.17593,0.48454,0.10082,0.3268,162778.76
2024-12-02,0.3268,0.3268,0.12473,0.15077,38786.58
2024-12-03,0.15032,0.2433,0.15032,0.2433,14458.02
2024-12-04,0.2433,0.57789,0.23199,0.392,29019.23
2024-12-05,0.39083,0.40751,0.29268,0.38967,15363.71
2024-12-06,0.38967,0.65464,0.30515,0.42238,42423.77
2024-12-07,0.42238,1.0342,0.34688,0.50072,95276.93
2024-12-08,0.49923,0.93228,0.49036,0.81248,39828.73
2024-12-09,0.81005,0.9435,0.39909,0.46471,46219.29
2024-12-10,0.46332,0.49774,0.30789,0.33569,13920.84
2024-12-11,0.33469,0.47594,0.23061,0.44172,21249.75
2024-12-12,0.44172,0.608,0.37709,0.40388,21369.6
2024-12-13,0.40388,0.64737,0.256,0.59187,45288.25
2024-12-14,0.59187,0.9,0.59187,0.70177,29836.08
2024-12-15,0.69968,1.3658,0.54765,1.0136,62400.44
2024-12-16,1.0106,2.1183,1.0106,1.7517,104198.22
2024-12-17,1.7517,2.5701,1.3739,1.542,73692.35
2024-12-18,1.542,1.542,1.4362,1.4362,832.61
